Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
SYCL,0,4096,512,3584,9.44935,2.81194
SYCL,0,4096,512,4096,10.9609,0.795591
SYCL,0,4096,1024,512,3.76172,0.861935
SYCL,0,4096,1024,1024,6.56077,1.57917
SYCL,0,4096,1024,1536,6.88046,0.922093
SYCL,0,4096,1024,2048,10.2165,-1.58938
SYCL,0,4096,1024,2560,10.951,-0.077679
SYCL,0,4096,1024,3072,14.0149,1.44571
SYCL,0,4096,1024,3584,13.8416,2.02375
SYCL,0,4096,1024,4096,15.7968,1.6843
SYCL,0,4096,1536,512,5.16039,0.686571
SYCL,0,4096,1536,1024,7.18289,1.27426
SYCL,0,4096,1536,1536,10.0465,2.59424
SYCL,0,4096,1536,2048,12.0815,-1.73679
SYCL,0,4096,1536,2560,14.3803,-0.295597
SYCL,0,4096,1536,3072,16.5051,2.73161
SYCL,0,4096,1536,3584,18.4747,2.44111
SYCL,0,4096,1536,4096,19.7375,3.19812
SYCL,0,4096,2048,512,6.45028,0.337091
SYCL,0,4096,2048,1024,8.41101,1.36898
SYCL,0,4096,2048,1536,11.1419,0.285441
SYCL,0,4096,2048,2048,12.3811,-0.829601
SYCL,0,4096,2048,2560,15.0797,0.784525
SYCL,0,4096,2048,3072,16.9963,3.52846
SYCL,0,4096,2048,3584,19.2899,4.46733
SYCL,0,4096,2048,4096,21.5035,1.85512
SYCL,0,4096,2560,512,7.57625,0.644685
SYCL,0,4096,2560,1024,8.71089,2.19018
SYCL,0,4096,2560,1536,12.7793,1.27167
SYCL,0,4096,2560,2048,13.879,-0.198838
SYCL,0,4096,2560,2560,17.8987,0.131614
SYCL,0,4096,2560,3072,20.3864,6.0102
SYCL,0,4096,2560,3584,22.9806,2.78856
SYCL,0,4096,2560,4096,26.4399,4.12538
SYCL,0,4096,3072,512,8.68383,1.5954
SYCL,0,4096,3072,1024,9.91353,1.39538
SYCL,0,4096,3072,1536,14.2317,0.028116
SYCL,0,4096,3072,2048,15.8734,-0.321636
SYCL,0,4096,3072,2560,20.5123,1.064
SYCL,0,4096,3072,3072,23.767,3.27491
SYCL,0,4096,3072,3584,27.868,4.09715
SYCL,0,4096,3072,4096,31.8354,7.18088
SYCL,0,4096,3584,512,8.72491,0.443637
SYCL,0,4096,3584,1024,11.1336,3.20582
SYCL,0,4096,3584,1536,15.2082,0.014528
SYCL,0,4096,3584,2048,18.7444,2.66812
SYCL,0,4096,3584,2560,23.1031,1.68081
SYCL,0,4096,3584,3072,27.9321,-0.004519
SYCL,0,4096,3584,3584,32.5444,10.2411
SYCL,0,4096,3584,4096,37.5262,7.21968
SYCL,0,4096,4096,512,9.33475,1.60572
SYCL,0,4096,4096,1024,12.4898,1.17096
SYCL,0,4096,4096,1536,16.6848,0.090811
SYCL,0,4096,4096,2048,20.9895,1.94864
SYCL,0,4096,4096,2560,26.3393,4.09402
SYCL,0,4096,4096,3072,31.9092,7.44673
SYCL,0,4096,4096,3584,37.2747,10.3452
SYCL,0,4096,4096,4096,42.9392,15.5997
