Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
OPENVINO,0,4096,512,1536,8.28779,47.2087
OPENVINO,0,4096,512,2048,10.4076,48.9462
OPENVINO,0,4096,512,2560,13.5781,62.7807
OPENVINO,0,4096,512,3072,14.5905,64.4473
OPENVINO,0,4096,512,3584,16.6452,72.5098
OPENVINO,0,4096,512,4096,22.5941,466.427
OPENVINO,0,4096,1024,512,6.72558,30.8248
OPENVINO,0,4096,1024,1024,10.1169,47.5325
OPENVINO,0,4096,1024,1536,14.7143,57.8759
OPENVINO,0,4096,1024,2048,15.6834,58.257
OPENVINO,0,4096,1024,2560,19.1165,64.9629
OPENVINO,0,4096,1024,3072,24.4187,83.6945
OPENVINO,0,4096,1024,3584,22.8927,90.9497
OPENVINO,0,4096,1024,4096,30.0385,100.924
OPENVINO,0,4096,1536,512,9.21277,46.9412
OPENVINO,0,4096,1536,1024,13.2607,52.1794
OPENVINO,0,4096,1536,1536,19.2071,64.7228
OPENVINO,0,4096,1536,2048,23.4866,70.1085
OPENVINO,0,4096,1536,2560,29.7417,81.7692
OPENVINO,0,4096,1536,3072,31.7786,92.3908
OPENVINO,0,4096,1536,3584,44.6712,101.054
OPENVINO,0,4096,1536,4096,51.4734,114.513
OPENVINO,0,4096,2048,512,10.6427,53.8857
OPENVINO,0,4096,2048,1024,17.3539,63.4502
OPENVINO,0,4096,2048,1536,27.1076,359.526
OPENVINO,0,4096,2048,2048,29.8776,78.9758
OPENVINO,0,4096,2048,2560,40.8629,97.5085
OPENVINO,0,4096,2048,3072,41.7296,101.536
OPENVINO,0,4096,2048,3584,47.9509,106.145
OPENVINO,0,4096,2048,4096,55.17,124.793
OPENVINO,0,4096,2560,512,12.8695,59.8782
OPENVINO,0,4096,2560,1024,20.4625,68.1387
OPENVINO,0,4096,2560,1536,30.6351,80.118
OPENVINO,0,4096,2560,2048,38.3156,90.6148
OPENVINO,0,4096,2560,2560,45.5503,99.7417
OPENVINO,0,4096,2560,3072,51.5087,113.279
OPENVINO,0,4096,2560,3584,57.706,126.865
OPENVINO,0,4096,2560,4096,64.8979,127.964
OPENVINO,0,4096,3072,512,14.8821,54.982
OPENVINO,0,4096,3072,1024,22.4454,71.9001
OPENVINO,0,4096,3072,1536,35.2274,76.4357
OPENVINO,0,4096,3072,2048,39.4101,98.0869
OPENVINO,0,4096,3072,2560,48.2881,105.158
OPENVINO,0,4096,3072,3072,55.9162,534.884
OPENVINO,0,4096,3072,3584,64.9571,137.331
OPENVINO,0,4096,3072,4096,74.6253,141.395
OPENVINO,0,4096,3584,512,17.2499,67.6172
OPENVINO,0,4096,3584,1024,28.2943,76.6521
OPENVINO,0,4096,3584,1536,34.8966,83.9016
OPENVINO,0,4096,3584,2048,62.6352,110.96
OPENVINO,0,4096,3584,2560,59.5913,115.763
OPENVINO,0,4096,3584,3072,72.551,145.425
OPENVINO,0,4096,3584,3584,82.5062,154.307
OPENVINO,0,4096,3584,4096,97.5075,164.615
OPENVINO,0,4096,4096,512,20.217,75.7044
